transaction_id,transaction_date,vendor_name,category,amount,amount_clean,transaction_status
1320,2020-08-26,Expensify,Software,50.00,50.00,Completed
1321,2020-08-26,"American Airlines",Travel,Waived,NULL,Waived
1322,2020-08-26,Expensify,Software,Waived,NULL,Waived
1323,2020-08-26,Staples,"Office Supplies",304.41,304.41,Completed
1324,2020-08-26,Staples,"Office Supplies",Declined,NULL,Declined
1325,2020-08-27,Notion,Software,16.00,16.00,Completed
1326,2020-08-27,Zoom,Software,149.0,149.00,Completed
1327,2020-08-27,Microsoft,Software,258.3,258.30,Completed
1328,2020-08-27,Microsoft,Software,Declined,NULL,Declined
1329,2020-08-27,"Delta Airlines",Travel,307.77,307.77,Completed
1330,2020-08-28,AWS,Software,4305.97,4305.97,Completed
1331,2020-08-28,Asana,Software,91.8,91.80,Completed
1332,2020-08-28,Expensify,Software,N/A,NULL,N/A
1333,2020-08-28,Amazon,"Office Supplies",564.96,564.96,Completed
1334,2020-08-28,Uber,Travel,Pending,NULL,Pending
1335,2020-08-28,Uber,Travel,N/A,NULL,N/A
1336,2020-08-29,Microsoft,Software,"No Charge",NULL,"No Charge"
1337,2020-08-29,"LinkedIn Ads",Marketing,1990,1990.00,Completed
1338,2020-08-29,Asana,Software,76.26,76.26,Completed
1339,2020-08-29,Expensify,Software,50.00,50.00,Completed
1340,2020-08-29,WeWork,Rent,3200.0,3200.00,Completed
1341,2020-08-29,WeWork,Rent,3200.00,3200.00,Completed
1342,2020-08-29,Microsoft,Software,314,314.00,Completed
1343,2020-08-30,Dropbox,Software,19.14,19.14,Completed
1344,2020-08-30,Asana,Software,34.07,34.07,Completed
1345,2020-08-30,AWS,Software,3675,3675.00,Completed
1346,2020-08-30,"LinkedIn Ads",Marketing,1413,1413.00,Completed
1347,2020-08-30,Zoom,Software,149.0,149.00,Completed
1348,2020-08-31,"Google Ads",Marketing,3185,3185.00,Completed
1349,2020-08-31,"Delta Airlines",Travel,Waived,NULL,Waived
1350,2020-08-31,Slack,Software,87.0,87.00,Completed
1351,2020-08-31,"LinkedIn Ads",Marketing,568.24,568.24,Completed
1352,2020-08-31,Amazon,"Office Supplies",1317,1317.00,Completed
1353,2020-08-31,WeWork,Rent,3200,3200.00,Completed
1354,2020-09-01,Slack,Software,87.00,87.00,Completed
1355,2020-09-01,"Google Ads",Marketing,1323.8,1323.80,Completed
1356,2020-09-01,AWS,Software,4026.8,4026.80,Completed
1357,2020-09-02,QuickBooks,Software,109,109.00,Completed
1358,2020-09-02,Expensify,Software,50.00,50.00,Completed
1359,2020-09-02,Dropbox,Software,17,17.00,Completed
1360,2020-09-02,HubSpot,Marketing,828,828.00,Completed
1361,2020-09-03,WeWork,Rent,3200.00,3200.00,Completed
1362,2020-09-03,Salesforce,Software,800.00,800.00,Completed
1363,2020-09-03,Notion,Software,16.00,16.00,Completed
1364,2020-09-03,"Office Depot","Office Supplies",174.89,174.89,Completed
1365,2020-09-03,Stripe,Software,59.00,59.00,Completed
1366,2020-09-04,Expensify,Software,50,50.00,Completed
1367,2020-09-04,"Google Ads",Marketing,1103.02,1103.02,Completed
1368,2020-09-04,WeWork,Rent,Refunded,NULL,Refunded
1369,2020-09-04,Dropbox,Software,16.5,16.50,Completed
1370,2020-09-04,Marriott,Travel,543,543.00,Completed
1371,2020-09-05,"Office Depot","Office Supplies",439.75,439.75,Completed
1372,2020-09-05,"Delta Airlines",Travel,1894.06,1894.06,Completed
1373,2020-09-05,Amazon,"Office Supplies",TBD,NULL,TBD
1374,2020-09-05,Asana,Software,91.03,91.03,Completed
1375,2020-09-06,Dropbox,Software,22.66,22.66,Completed
1376,2020-09-06,Notion,Software,16.00,16.00,Completed
1377,2020-09-06,Salesforce,Software,800,800.00,Completed
1378,2020-09-07,DHL,Shipping,51,51.00,Completed
1379,2020-09-07,Slack,Software,87.00,87.00,Completed
1380,2020-09-07,"Delta Airlines",Travel,1493,1493.00,Completed
1381,2020-09-07,Zoom,Software,149.00,149.00,Completed
1382,2020-09-07,"Google Ads",Marketing,992,992.00,Completed
1383,2020-09-07,HubSpot,Marketing,754.9,754.90,Completed
1384,2020-09-08,Uber,Travel,Refunded,NULL,Refunded
1385,2020-09-08,Staples,"Office Supplies",112.6,112.60,Completed
1386,2020-09-08,Asana,Software,54.89,54.89,Completed
1387,2020-09-08,"American Airlines",Travel,2323.53,2323.53,Completed
1388,2020-09-08,"Office Depot","Office Supplies",389.28,389.28,Completed
1389,2020-09-08,"American Airlines",Travel,1511.2,1511.20,Completed
1390,2020-09-08,AWS,Software,1312,1312.00,Completed
1391,2020-09-08,FedEx,Shipping,141,141.00,Completed
1392,2020-09-09,Expensify,Software,"No Charge",NULL,"No Charge"
1393,2020-09-09,FedEx,Shipping,164,164.00,Completed
1394,2020-09-09,"Office Depot","Office Supplies",193.85,193.85,Completed
1395,2020-09-09,Staples,"Office Supplies",336,336.00,Completed
1396,2020-09-09,HubSpot,Marketing,919.6,919.60,Completed
1397,2020-09-10,Notion,Software,16.00,16.00,Completed
1398,2020-09-10,AWS,Software,2042.3,2042.30,Completed
1399,2020-09-10,"LinkedIn Ads",Marketing,1350.82,1350.82,Completed
1400,2020-09-10,"Google Ads",Marketing,Waived,NULL,Waived
1401,2020-09-10,Notion,Software,N/A,NULL,N/A
1402,2020-09-10,Expensify,Software,Refunded,NULL,Refunded
1403,2020-09-11,Microsoft,Software,"No Charge",NULL,"No Charge"
1404,2020-09-11,DHL,Shipping,208.2,208.20,Completed
1405,2020-09-11,Salesforce,Software,800.00,800.00,Completed
1406,2020-09-11,"Delta Airlines",Travel,2097.47,2097.47,Completed
1407,2020-09-12,DHL,Shipping,58.6,58.60,Completed
1408,2020-09-12,Asana,Software,70,70.00,Completed
1409,2020-09-12,Microsoft,Software,349,349.00,Completed
1410,2020-09-12,"LinkedIn Ads",Marketing,1576.69,1576.69,Completed
1411,2020-09-13,Amazon,"Office Supplies",1261.83,1261.83,Completed
1412,2020-09-13,Microsoft,Software,171.84,171.84,Completed
1413,2020-09-13,Amazon,"Office Supplies",1436,1436.00,Completed
1414,2020-09-13,Slack,Software,87.00,87.00,Completed
1415,2020-09-13,"LinkedIn Ads",Marketing,1553,1553.00,Completed
1416,2020-09-13,"American Airlines",Travel,1271.81,1271.81,Completed
1417,2020-09-13,DHL,Shipping,64.0,64.00,Completed
1418,2020-09-14,"LinkedIn Ads",Marketing,731.40,731.40,Completed
1419,2020-09-14,Zoom,Software,149.00,149.00,Completed
1420,2020-09-14,Marriott,Travel,548.20,548.20,Completed
1421,2020-09-14,WeWork,Rent,3200.0,3200.00,Completed
1422,2020-09-14,"American Airlines",Travel,1892.40,1892.40,Completed
1423,2020-09-15,Dropbox,Software,19.2,19.20,Completed
1424,2020-09-15,FedEx,Shipping,98.69,98.69,Completed
1425,2020-09-15,Notion,Software,16,16.00,Completed
1426,2020-09-15,"LinkedIn Ads",Marketing,1889.85,1889.85,Completed
1427,2020-09-15,Uber,Travel,183.40,183.40,Completed
1428,2020-09-15,Notion,Software,16.00,16.00,Completed
1429,2020-09-16,Marriott,Travel,386,386.00,Completed
1430,2020-09-16,Expensify,Software,50.00,50.00,Completed
1431,2020-09-16,Mailchimp,Marketing,299.00,299.00,Completed
1432,2020-09-16,DHL,Shipping,167,167.00,Completed
1433,2020-09-16,Asana,Software,33.69,33.69,Completed
1434,2020-09-16,AWS,Software,2379,2379.00,Completed
1435,2020-09-16,"LinkedIn Ads",Marketing,1029,1029.00,Completed
1436,2020-09-16,Microsoft,Software,208,208.00,Completed
1437,2020-09-17,Notion,Software,16.00,16.00,Completed
1438,2020-09-17,Notion,Software,16.00,16.00,Completed
1439,2020-09-17,Microsoft,Software,319.67,319.67,Completed
1440,2020-09-17,Stripe,Software,59,59.00,Completed
1441,2020-09-17,Stripe,Software,Declined,NULL,Declined
1442,2020-09-17,Notion,Software,16,16.00,Completed
1443,2020-09-17,"Google Ads",Marketing,1505.4,1505.40,Completed
1444,2020-09-17,"Google Ads",Marketing,2958,2958.00,Completed
1445,2020-09-18,Zoom,Software,149.0,149.00,Completed
1446,2020-09-18,"Office Depot","Office Supplies",496.99,496.99,Completed
1447,2020-09-18,DHL,Shipping,124.04,124.04,Completed
1448,2020-09-19,Marriott,Travel,Pending,NULL,Pending
1449,2020-09-19,"Office Depot","Office Supplies",Refunded,NULL,Refunded
1450,2020-09-19,Staples,"Office Supplies",216.68,216.68,Completed
1451,2020-09-19,Staples,"Office Supplies",289,289.00,Completed
1452,2020-09-19,Zoom,Software,149,149.00,Completed
1453,2020-09-19,Expensify,Software,50.00,50.00,Completed
1454,2020-09-19,Slack,Software,87.0,87.00,Completed
1455,2020-09-20,QuickBooks,Software,161,161.00,Completed
1456,2020-09-20,Slack,Software,87.0,87.00,Completed
1457,2020-09-20,"Office Depot","Office Supplies",347.39,347.39,Completed
1458,2020-09-20,Dropbox,Software,18.37,18.37,Completed
1459,2020-09-20,Salesforce,Software,800.00,800.00,Completed
1460,2020-09-20,Amazon,"Office Supplies",881.4,881.40,Completed
1461,2020-09-20,FedEx,Shipping,97.05,97.05,Completed
1462,2020-09-21,Amazon,"Office Supplies",N/A,NULL,N/A
1463,2020-09-21,DHL,Shipping,226.14,226.14,Completed
1464,2020-09-21,"American Airlines",Travel,N/A,NULL,N/A
1465,2020-09-22,Staples,"Office Supplies",279.74,279.74,Completed
1466,2020-09-22,Slack,Software,87.0,87.00,Completed
1467,2020-09-22,DHL,Shipping,235,235.00,Completed
1468,2020-09-22,"Office Depot","Office Supplies",230,230.00,Completed
1469,2020-09-23,"Google Ads",Marketing,2907.97,2907.97,Completed
1470,2020-09-23,Staples,"Office Supplies",186,186.00,Completed
1471,2020-09-23,Stripe,Software,Declined,NULL,Declined
1472,2020-09-23,Asana,Software,57.48,57.48,Completed
1473,2020-09-23,Zoom,Software,149.00,149.00,Completed
1474,2020-09-24,"American Airlines",Travel,"No Charge",NULL,"No Charge"
1475,2020-09-24,Notion,Software,16.00,16.00,Completed
1476,2020-09-24,AWS,Software,914.50,914.50,Completed
1477,2020-09-24,DHL,Shipping,112,112.00,Completed
1478,2020-09-24,Staples,"Office Supplies",251.1,251.10,Completed
1479,2020-09-24,AWS,Software,2293.08,2293.08,Completed
1480,2020-09-25,Mailchimp,Marketing,299.0,299.00,Completed
1481,2020-09-25,Slack,Software,87,87.00,Completed
1482,2020-09-25,Salesforce,Software,800.00,800.00,Completed
1483,2020-09-25,FedEx,Shipping,179.00,179.00,Completed
1484,2020-09-25,Expensify,Software,50.00,50.00,Completed
1485,2020-09-25,"Google Ads",Marketing,2297.08,2297.08,Completed
1486,2020-09-25,Microsoft,Software,393,393.00,Completed
1487,2020-09-26,WeWork,Rent,3200.00,3200.00,Completed
1488,2020-09-26,Zoom,Software,N/A,NULL,N/A
1489,2020-09-26,Mailchimp,Marketing,N/A,NULL,N/A
1490,2020-09-26,QuickBooks,Software,90.0,90.00,Completed
1491,2020-09-26,Amazon,"Office Supplies",TBD,NULL,TBD
1492,2020-09-26,Marriott,Travel,TBD,NULL,TBD
1493,2020-09-27,DHL,Shipping,142.70,142.70,Completed
1494,2020-09-27,Marriott,Travel,410.71,410.71,Completed
1495,2020-09-27,Marriott,Travel,213.7,213.70,Completed
1496,2020-09-27,Asana,Software,33.21,33.21,Completed
1497,2020-09-27,Amazon,"Office Supplies",Pending,NULL,Pending
1498,2020-09-27,Slack,Software,87.00,87.00,Completed
1499,2020-09-27,Slack,Software,87.00,87.00,Completed
1500,2020-09-27,WeWork,Rent,3200.0,3200.00,Completed
1501,2020-09-28,Slack,Software,87.00,87.00,Completed
1502,2020-09-28,Salesforce,Software,800.00,800.00,Completed
1503,2020-09-28,Notion,Software,Pending,NULL,Pending
1504,2020-09-28,Zoom,Software,149,149.00,Completed
1505,2020-09-28,HubSpot,Marketing,532.00,532.00,Completed
1506,2020-09-29,Slack,Software,87.0,87.00,Completed
1507,2020-09-29,"Office Depot","Office Supplies",104.14,104.14,Completed
1508,2020-09-29,Amazon,"Office Supplies",113,113.00,Completed
1509,2020-09-29,"LinkedIn Ads",Marketing,1540.3,1540.30,Completed
1510,2020-09-30,Zoom,Software,149.0,149.00,Completed
1511,2020-09-30,"LinkedIn Ads",Marketing,858.88,858.88,Completed
1512,2020-09-30,Asana,Software,42.60,42.60,Completed
1513,2020-09-30,QuickBooks,Software,157.4,157.40,Completed
1514,2020-09-30,Amazon,"Office Supplies",1159.65,1159.65,Completed
1515,2020-09-30,Asana,Software,55.33,55.33,Completed
1516,2020-09-30,Expensify,Software,50,50.00,Completed
1517,2020-09-30,Uber,Travel,82.3,82.30,Completed
1518,2020-10-01,"Google Ads",Marketing,1231.35,1231.35,Completed
1519,2020-10-01,QuickBooks,Software,97,97.00,Completed
1520,2020-10-01,Salesforce,Software,800.0,800.00,Completed
1521,2020-10-01,Uber,Travel,N/A,NULL,N/A
1522,2020-10-01,"Google Ads",Marketing,N/A,NULL,N/A
1523,2020-10-01,Slack,Software,87.0,87.00,Completed
1524,2020-10-02,Notion,Software,16,16.00,Completed
1525,2020-10-02,Mailchimp,Marketing,299.00,299.00,Completed
1526,2020-10-02,Mailchimp,Marketing,299.0,299.00,Completed
1527,2020-10-02,Mailchimp,Marketing,299.00,299.00,Completed
1528,2020-10-02,"LinkedIn Ads",Marketing,717.4,717.40,Completed
1529,2020-10-02,"Google Ads",Marketing,1845.79,1845.79,Completed
1530,2020-10-02,QuickBooks,Software,96,96.00,Completed
1531,2020-10-03,Uber,Travel,Declined,NULL,Declined
1532,2020-10-03,Slack,Software,87.00,87.00,Completed
1533,2020-10-03,"Office Depot","Office Supplies",191.48,191.48,Completed
1534,2020-10-03,QuickBooks,Software,173.86,173.86,Completed
1535,2020-10-04,"LinkedIn Ads",Marketing,1785.46,1785.46,Completed
1536,2020-10-04,Notion,Software,16.00,16.00,Completed
1537,2020-10-04,Marriott,Travel,342.65,342.65,Completed
1538,2020-10-05,"LinkedIn Ads",Marketing,1369.20,1369.20,Completed
1539,2020-10-05,Notion,Software,16.00,16.00,Completed
1540,2020-10-05,Uber,Travel,297.64,297.64,Completed
1541,2020-10-05,"LinkedIn Ads",Marketing,1296.68,1296.68,Completed
1542,2020-10-05,Expensify,Software,TBD,NULL,TBD
1543,2020-10-06,"American Airlines",Travel,2249.00,2249.00,Completed
1544,2020-10-06,FedEx,Shipping,116.91,116.91,Completed
1545,2020-10-06,Amazon,"Office Supplies",1011.6,1011.60,Completed
1546,2020-10-07,Marriott,Travel,412.6,412.60,Completed
1547,2020-10-07,"Office Depot","Office Supplies",95.15,95.15,Completed
1548,2020-10-07,FedEx,Shipping,202.97,202.97,Completed
1549,2020-10-07,QuickBooks,Software,59,59.00,Completed
1550,2020-10-07,Dropbox,Software,15,15.00,Completed
1551,2020-10-07,"American Airlines",Travel,2849.07,2849.07,Completed
1552,2020-10-07,DHL,Shipping,43.22,43.22,Completed
1553,2020-10-08,DHL,Shipping,Refunded,NULL,Refunded
1554,2020-10-08,FedEx,Shipping,Pending,NULL,Pending
1555,2020-10-08,"Google Ads",Marketing,2550.07,2550.07,Completed
1556,2020-10-08,Zoom,Software,149.00,149.00,Completed
1557,2020-10-08,QuickBooks,Software,112.20,112.20,Completed
1558,2020-10-08,"Office Depot","Office Supplies",380,380.00,Completed
1559,2020-10-08,Stripe,Software,59.00,59.00,Completed
1560,2020-10-09,FedEx,Shipping,129.76,129.76,Completed
1561,2020-10-09,AWS,Software,3607,3607.00,Completed
1562,2020-10-09,Expensify,Software,50.00,50.00,Completed
1563,2020-10-10,Expensify,Software,50.00,50.00,Completed
1564,2020-10-10,Microsoft,Software,Declined,NULL,Declined
1565,2020-10-10,Stripe,Software,59.00,59.00,Completed
1566,2020-10-10,"Delta Airlines",Travel,1445,1445.00,Completed
1567,2020-10-11,DHL,Shipping,146,146.00,Completed
1568,2020-10-11,"LinkedIn Ads",Marketing,1165,1165.00,Completed
1569,2020-10-11,"Delta Airlines",Travel,438.49,438.49,Completed
1570,2020-10-11,Dropbox,Software,21,21.00,Completed
1571,2020-10-11,QuickBooks,Software,134.0,134.00,Completed
1572,2020-10-11,Expensify,Software,50,50.00,Completed
1573,2020-10-12,Stripe,Software,59,59.00,Completed
1574,2020-10-12,"Office Depot","Office Supplies",427,427.00,Completed
1575,2020-10-12,Expensify,Software,50.00,50.00,Completed
1576,2020-10-12,"American Airlines",Travel,1698.89,1698.89,Completed
1577,2020-10-13,"American Airlines",Travel,2733.19,2733.19,Completed
1578,2020-10-13,Mailchimp,Marketing,299.00,299.00,Completed
1579,2020-10-13,Expensify,Software,50.00,50.00,Completed
1580,2020-10-13,DHL,Shipping,96,96.00,Completed
1581,2020-10-13,Expensify,Software,50,50.00,Completed
1582,2020-10-13,Slack,Software,87.0,87.00,Completed
1583,2020-10-13,"Office Depot","Office Supplies",98,98.00,Completed
1584,2020-10-13,Zoom,Software,149,149.00,Completed
1585,2020-10-14,"American Airlines",Travel,1027.56,1027.56,Completed
1586,2020-10-14,Notion,Software,16,16.00,Completed
1587,2020-10-14,"American Airlines",Travel,514.48,514.48,Completed
1588,2020-10-14,Zoom,Software,"No Charge",NULL,"No Charge"
1589,2020-10-14,Staples,"Office Supplies",266,266.00,Completed
1590,2020-10-14,WeWork,Rent,3200.00,3200.00,Completed
1591,2020-10-14,Notion,Software,16,16.00,Completed
1592,2020-10-14,"Delta Airlines",Travel,349.6,349.60,Completed
1593,2020-10-15,DHL,Shipping,240.5,240.50,Completed
1594,2020-10-15,"Delta Airlines",Travel,1379.02,1379.02,Completed
1595,2020-10-15,DHL,Shipping,106.2,106.20,Completed
1596,2020-10-15,FedEx,Shipping,Pending,NULL,Pending
1597,2020-10-15,FedEx,Shipping,120.10,120.10,Completed
1598,2020-10-15,"Delta Airlines",Travel,1901.3,1901.30,Completed
1599,2020-10-15,Expensify,Software,50.0,50.00,Completed
1600,2020-10-15,Marriott,Travel,553.39,553.39,Completed
1601,2020-10-16,"Delta Airlines",Travel,967,967.00,Completed
1602,2020-10-16,WeWork,Rent,3200.0,3200.00,Completed
1603,2020-10-16,WeWork,Rent,3200,3200.00,Completed
1604,2020-10-16,"LinkedIn Ads",Marketing,762.34,762.34,Completed
1605,2020-10-17,"Google Ads",Marketing,3047.2,3047.20,Completed
1606,2020-10-17,Uber,Travel,252,252.00,Completed
1607,2020-10-17,AWS,Software,2884.55,2884.55,Completed
1608,2020-10-17,Amazon,"Office Supplies",392.6,392.60,Completed
1609,2020-10-18,QuickBooks,Software,136.57,136.57,Completed
1610,2020-10-18,AWS,Software,4552.61,4552.61,Completed
1611,2020-10-18,Slack,Software,87.00,87.00,Completed
1612,2020-10-19,Marriott,Travel,312.8,312.80,Completed
1613,2020-10-19,Stripe,Software,59.00,59.00,Completed
1614,2020-10-19,FedEx,Shipping,173,173.00,Completed
1615,2020-10-19,"Google Ads",Marketing,2370.5,2370.50,Completed
1616,2020-10-19,"American Airlines",Travel,579,579.00,Completed
1617,2020-10-19,FedEx,Shipping,149,149.00,Completed
1618,2020-10-19,Uber,Travel,108.26,108.26,Completed
1619,2020-10-20,"Delta Airlines",Travel,1986.17,1986.17,Completed
1620,2020-10-20,Asana,Software,82,82.00,Completed
1621,2020-10-20,DHL,Shipping,204,204.00,Completed
1622,2020-10-20,Slack,Software,87.00,87.00,Completed
1623,2020-10-20,Amazon,"Office Supplies",360.2,360.20,Completed
1624,2020-10-20,"LinkedIn Ads",Marketing,1010.47,1010.47,Completed
1625,2020-10-20,"Delta Airlines",Travel,640.02,640.02,Completed
1626,2020-10-21,Asana,Software,78.28,78.28,Completed
1627,2020-10-21,"LinkedIn Ads",Marketing,TBD,NULL,TBD
1628,2020-10-21,Zoom,Software,149,149.00,Completed
1629,2020-10-21,"American Airlines",Travel,1215,1215.00,Completed
1630,2020-10-21,"Google Ads",Marketing,TBD,NULL,TBD
1631,2020-10-21,Slack,Software,87.00,87.00,Completed
1632,2020-10-21,"American Airlines",Travel,834.41,834.41,Completed
1633,2020-10-22,"LinkedIn Ads",Marketing,1536.23,1536.23,Completed
1634,2020-10-22,Amazon,"Office Supplies",1571.92,1571.92,Completed
1635,2020-10-22,"Delta Airlines",Travel,537.20,537.20,Completed
1636,2020-10-23,Slack,Software,Pending,NULL,Pending
1637,2020-10-23,DHL,Shipping,"No Charge",NULL,"No Charge"
1638,2020-10-23,Asana,Software,44.38,44.38,Completed
1639,2020-10-23,DHL,Shipping,TBD,NULL,TBD
1640,2020-10-23,Marriott,Travel,573,573.00,Completed
1641,2020-10-23,FedEx,Shipping,81.74,81.74,Completed
1642,2020-10-24,Notion,Software,16.00,16.00,Completed
1643,2020-10-24,Dropbox,Software,17,17.00,Completed
1644,2020-10-24,"Google Ads",Marketing,3234.48,3234.48,Completed
1645,2020-10-24,"Delta Airlines",Travel,2325.1,2325.10,Completed
1646,2020-10-24,FedEx,Shipping,221.51,221.51,Completed
1647,2020-10-24,"Google Ads",Marketing,3053.8,3053.80,Completed
1648,2020-10-24,"Delta Airlines",Travel,1431,1431.00,Completed
1649,2020-10-25,Expensify,Software,50,50.00,Completed
1650,2020-10-25,"American Airlines",Travel,1007.16,1007.16,Completed
1651,2020-10-25,Salesforce,Software,800.0,800.00,Completed
1652,2020-10-26,Marriott,Travel,290.4,290.40,Completed
1653,2020-10-26,Mailchimp,Marketing,299.0,299.00,Completed
1654,2020-10-26,"Delta Airlines",Travel,2184.9,2184.90,Completed
1655,2020-10-26,DHL,Shipping,Waived,NULL,Waived
1656,2020-10-26,AWS,Software,3426.06,3426.06,Completed
1657,2020-10-26,Slack,Software,87.00,87.00,Completed
1658,2020-10-26,Marriott,Travel,566.38,566.38,Completed
1659,2020-10-27,"Delta Airlines",Travel,1045.0,1045.00,Completed
1660,2020-10-27,Slack,Software,87.0,87.00,Completed
1661,2020-10-27,Stripe,Software,59,59.00,Completed
1662,2020-10-27,"Office Depot","Office Supplies",401.1,401.10,Completed
1663,2020-10-27,FedEx,Shipping,163.7,163.70,Completed
1664,2020-10-28,Dropbox,Software,17.79,17.79,Completed
1665,2020-10-28,Slack,Software,87.00,87.00,Completed
1666,2020-10-28,Amazon,"Office Supplies","No Charge",NULL,"No Charge"
1667,2020-10-28,AWS,Software,3454.9,3454.90,Completed
1668,2020-10-28,Asana,Software,77.54,77.54,Completed
1669,2020-10-28,"Office Depot","Office Supplies",66.0,66.00,Completed
1670,2020-10-29,"Delta Airlines",Travel,945,945.00,Completed
1671,2020-10-29,HubSpot,Marketing,674.89,674.89,Completed
1672,2020-10-29,"Office Depot","Office Supplies",44.85,44.85,Completed
1673,2020-10-29,Staples,"Office Supplies",207.5,207.50,Completed
1674,2020-10-29,Expensify,Software,50,50.00,Completed
1675,2020-10-29,"American Airlines",Travel,659,659.00,Completed
1676,2020-10-30,Staples,"Office Supplies",Waived,NULL,Waived
1677,2020-10-30,AWS,Software,3368.4,3368.40,Completed
1678,2020-10-30,AWS,Software,2898.83,2898.83,Completed
1679,2020-10-30,Staples,"Office Supplies",142.2,142.20,Completed
1680,2020-10-30,Asana,Software,77,77.00,Completed
1681,2020-10-30,Salesforce,Software,800.00,800.00,Completed
1682,2020-10-30,FedEx,Shipping,130.71,130.71,Completed
1683,2020-10-30,"Office Depot","Office Supplies",448.93,448.93,Completed
1684,2020-10-31,FedEx,Shipping,297.91,297.91,Completed
1685,2020-10-31,DHL,Shipping,79,79.00,Completed
1686,2020-10-31,Notion,Software,16,16.00,Completed
1687,2020-10-31,Slack,Software,Pending,NULL,Pending
1688,2020-10-31,Uber,Travel,154.4,154.40,Completed
1689,2020-10-31,Stripe,Software,59.00,59.00,Completed
1690,2020-11-01,Staples,"Office Supplies",249.62,249.62,Completed
1691,2020-11-01,AWS,Software,680,680.00,Completed
1692,2020-11-01,AWS,Software,2613,2613.00,Completed
1693,2020-11-01,"Google Ads",Marketing,2460.0,2460.00,Completed
1694,2020-11-01,"Delta Airlines",Travel,1393.29,1393.29,Completed
1695,2020-11-02,"Delta Airlines",Travel,N/A,NULL,N/A
1696,2020-11-02,Staples,"Office Supplies",331.61,331.61,Completed
1697,2020-11-02,"American Airlines",Travel,Pending,NULL,Pending
1698,2020-11-02,Stripe,Software,59.0,59.00,Completed
1699,2020-11-02,"LinkedIn Ads",Marketing,814,814.00,Completed
1700,2020-11-02,Dropbox,Software,23,23.00,Completed
1701,2020-11-02,"Delta Airlines",Travel,1211.5,1211.50,Completed
1702,2020-11-03,"Office Depot","Office Supplies",287.35,287.35,Completed
1703,2020-11-03,Notion,Software,16.0,16.00,Completed
1704,2020-11-03,Stripe,Software,59.0,59.00,Completed
1705,2020-11-03,Notion,Software,Declined,NULL,Declined
1706,2020-11-03,FedEx,Shipping,160,160.00,Completed
1707,2020-11-03,"LinkedIn Ads",Marketing,1115.39,1115.39,Completed
1708,2020-11-03,QuickBooks,Software,76,76.00,Completed
1709,2020-11-03,QuickBooks,Software,70.88,70.88,Completed
1710,2020-11-04,Mailchimp,Marketing,299.00,299.00,Completed
1711,2020-11-04,Microsoft,Software,312.5,312.50,Completed
1712,2020-11-04,"LinkedIn Ads",Marketing,Declined,NULL,Declined
1713,2020-11-04,Stripe,Software,59,59.00,Completed
1714,2020-11-04,DHL,Shipping,148.91,148.91,Completed
1715,2020-11-04,Marriott,Travel,TBD,NULL,TBD
1716,2020-11-05,Salesforce,Software,800.0,800.00,Completed
1717,2020-11-05,FedEx,Shipping,214.6,214.60,Completed
1718,2020-11-05,Marriott,Travel,529.24,529.24,Completed
1719,2020-11-06,DHL,Shipping,211,211.00,Completed
1720,2020-11-06,AWS,Software,4445.91,4445.91,Completed
1721,2020-11-06,"Office Depot","Office Supplies",409.1,409.10,Completed
1722,2020-11-06,Marriott,Travel,484.78,484.78,Completed
1723,2020-11-06,Zoom,Software,149,149.00,Completed
1724,2020-11-06,Expensify,Software,50.00,50.00,Completed
1725,2020-11-06,AWS,Software,2760.66,2760.66,Completed
1726,2020-11-07,HubSpot,Marketing,739,739.00,Completed
1727,2020-11-07,Zoom,Software,149,149.00,Completed
1728,2020-11-07,Amazon,"Office Supplies",1326.26,1326.26,Completed
1729,2020-11-07,Marriott,Travel,448.00,448.00,Completed
1730,2020-11-07,Stripe,Software,59,59.00,Completed
1731,2020-11-08,Slack,Software,87.0,87.00,Completed
1732,2020-11-08,Staples,"Office Supplies",52,52.00,Completed
1733,2020-11-08,Microsoft,Software,181.59,181.59,Completed
1734,2020-11-08,Microsoft,Software,223.6,223.60,Completed
1735,2020-11-08,QuickBooks,Software,91.2,91.20,Completed
1736,2020-11-08,Uber,Travel,TBD,NULL,TBD
1737,2020-11-08,AWS,Software,2461,2461.00,Completed
1738,2020-11-08,"American Airlines",Travel,1382.62,1382.62,Completed
1739,2020-11-09,"American Airlines",Travel,Refunded,NULL,Refunded
1740,2020-11-09,Asana,Software,81,81.00,Completed
1741,2020-11-09,Expensify,Software,50.00,50.00,Completed
1742,2020-11-09,QuickBooks,Software,107.64,107.64,Completed
1743,2020-11-10,"Delta Airlines",Travel,1682.25,1682.25,Completed
1744,2020-11-10,Slack,Software,87.00,87.00,Completed
1745,2020-11-10,Asana,Software,78,78.00,Completed
1746,2020-11-10,Expensify,Software,50,50.00,Completed
1747,2020-11-10,"Google Ads",Marketing,2656,2656.00,Completed
1748,2020-11-10,"Delta Airlines",Travel,485.7,485.70,Completed
1749,2020-11-11,Notion,Software,16.00,16.00,Completed
1750,2020-11-11,WeWork,Rent,3200.00,3200.00,Completed
1751,2020-11-11,Uber,Travel,138,138.00,Completed
1752,2020-11-11,Zoom,Software,149.00,149.00,Completed
1753,2020-11-11,Amazon,"Office Supplies",1465.3,1465.30,Completed
1754,2020-11-11,DHL,Shipping,136.18,136.18,Completed
1755,2020-11-12,Stripe,Software,59.00,59.00,Completed
